LEA Record ID,Agency ORI,LEA Batch ID,Transaction Type,NFIA,Date/Time of Stop,Duration of Stop,Is Stop Made in Response to Call for Service,Officer Unique ID,Officer Years of Experience,Officer Type of Assignment,Other Assignment Type,Proxy Login,Location,City,Is Location a K‐12 Public School,K‐12 School Code,Per00n Number,Perceived Race or Ethnicity,Perceived Race or Ethnicity 2,Perceived Gender 1‐4,Perceived Gender 5 ‐ Gender Nonconforming,Is LGBT,Perceived Age,Per00n had Limited or No English Fluency,Perceived or Known Disability,Perceived or Known Disability 2,Perceived or Known Disability 3,"If K‐12 School, Is Stop of a Student",Rea00n for Stop,Rea00n for Stop Narrative,Traffic Violation Type,Traffic Violation ‐ CJIS Offense Code,Education Code Section,Education Code Subdivision,Suspicion CJIS Offense Code,Suspicion Sub‐Type,Suspicion Sub‐Type 2,Actions Taken,Actions Taken 2,Actions Taken 3,Actions Taken 4,Basis for Search,Basis for Search Narrative,Basis for Property Seizure,Type of Property Seized,Type of Property Seized 2,Type of Property Seized 3,Contraband or Evidence,Contraband or Evidence 2,Contraband or Evidence 3,Result of Stop,Warning CJIS Offense Code(s),Citation CJIS Offense Code(s),In‐field cite and release CJIS Offense Code(s),Custodial arrest CJIS Offense Code(s),Beat,Race Noted Before Detention,Marin Resident,,,,,,,,,,,,,,,,,
77dc3d6b-94ca-4007-8c2a-381d12d27ff2,CA0210000,,,,3/23/2022 03:00,5,No,13013,1,"1_Patrol, traffic enforcement, field operations",,,Sir Francis drake at larkspur circle,LARKSPUR,No,,,1_Asian,,1_Male,,No,25,No,8_None,,,,1_Traffic violation,Tinted windows,2_Equipment violation,54015,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,Other,No,No,,,,,,,,,,,,,,,,,
0c74a588-a3e9-4ca9-8916-2b7522c88880,CA0210000,,,,3/23/2022 03:05,6,No,12845,2,"1_Patrol, traffic enforcement, field operations",,,100 N San Pedro rd,SAN RAFAEL,No,,,7_White,,1_Male,,No,70,No,8_None,,,,1_Traffic violation,Parked in the roadway ,1_Moving violation,99999,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,31,No,Yes,,,,,,,,,,,,,,,,,
403229f9-ae52-4be9-9b48-c57efd038e26,CA0210000,,,,3/22/2022 21:26,5,No,12761,3,"1_Patrol, traffic enforcement, field operations",,,Marshall-Petaluma Road,MARSHALL,No,,,7_White,,2_Female,,No,20,No,8_None,,,,1_Traffic violation,Tail light violation ,2_Equipment violation,54193,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,42,No,Yes,,,,,,,,,,,,,,,,,
6587a38a-d552-4f84-bcc1-69d257eb19cd,CA0210000,,,,3/22/2022 15:00,5,No,13139,7,"1_Patrol, traffic enforcement, field operations",,,Shoreline/Chamberlain,MILL VALLEY,No,,,7_White,,2_Female,,No,20,No,8_None,,,,1_Traffic violation,No license plates ,2_Equipment violation,54211,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,11,No,No,,,,,,,,,,,,,,,,,
3dee6bd0-87d0-4994-9ab6-385256bae0a1,CA0210000,,,,3/23/2022 11:40,15,No,12376,7,"1_Patrol, traffic enforcement, field operations",,,800 BLOCK BEL MARIN KEYS BLVD,NOVATO,No,,,3_Hispanic/Latino(a),,1_Male,,No,25,No,8_None,,,,6_Consensual encounter resulting in search,CONSENSUAL CONTACT,,,,,,,,1_Per00n removed from vehicle by order,20_Search of property was conducted,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,33,Yes,Yes,,,,,,,,,,,,,,,,,
46548681-9119-40f7-86f3-8ca24f673ce3,CA0210000,,,,3/23/2022 20:43,8,No,12761,3,"1_Patrol, traffic enforcement, field operations",,,Sir Francis Drake @ Platform Bridge ,OLEMA,No,,,7_White,,2_Female,,No,17,No,8_None,,,,1_Traffic violation,Speed,1_Moving violation,54134,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,42,No,Yes,,,,,,,,,,,,,,,,,
4cff3719-5909-49e3-8eff-e397f66f5c0a,CA0210000,,,,3/23/2022 21:03,6,No,13174,0,"1_Patrol, traffic enforcement, field operations",,,E Sir Francis Drake/ Larkspur Landing Circle,LARKSPUR,No,,,2_Black/African American,,1_Male,,No,20,No,8_None,,,,1_Traffic violation,Expired Registration,"3_Non-moving violation, including registration",54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A),,,,21,No,Yes,,,,,,,,,,,,,,,,,
a30b2e72-91ab-4fc7-9c02-4bfa7c563e5d,CA0210000,,,,3/22/2022 23:27,17,Yes,12656,4,"1_Patrol, traffic enforcement, field operations",,,40 terrace dr,MARIN CITY,No,,,2_Black/African American,,1_Male,,No,32,No,4_Mental health condition,"5_Intellectual or developmental disability, including dementia",,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Mental health,,,,,NA - XX,9_Other rea00nable suspicion of a crime,,5_Handcuffed or flex cuffed,,,,,,,,,,1_None,,,10_Psychiatric hold (W&I Code 5150 or 5585.20),,,,,11,No,Yes,,,,,,,,,,,,,,,,,
1065d2b1-b0c9-45d1-8735-e0ac17b6c4dc,CA0210000,,,,3/23/2022 21:39,3,No,11893,12,"1_Patrol, traffic enforcement, field operations",,,Marinwood Dr / Miller Creek Rd ,SAN RAFAEL,No,,,7_White,7_White,2_Female,,No,58,No,8_None,,,,1_Traffic violation,Driver was speeding in residential area ,1_Moving violation,54134,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22349,,,,32,No,Yes,,,,,,,,,,,,,,,,,
5abf6ff3-b1c6-4c72-be64-ce8966b5bbc5,CA0210000,,,,3/23/2022 21:21,26,No,13174,0,"1_Patrol, traffic enforcement, field operations",,,Bellam/ Ander00n,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,1_Male,,No,35,No,8_None,,,,1_Traffic violation,No Front Bike Light ,2_Equipment violation,54141,,,,,,17_Asked for consent to search per00n,18_Search of per00n was conducted,20_Search of property was conducted,,,,,,,,1_None,,,2_Warning (verbal or written),21201(D),,,,21,No,Yes,,,,,,,,,,,,,,,,,
de4bc4b5-7a94-44f1-b832-0b4670a6e5f1,CA0210000,,,,3/23/2022 23:12,10,No,11893,12,"1_Patrol, traffic enforcement, field operations",,,200 Harbor ,NOVATO,No,,,7_White,7_White,1_Male,,No,29,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subjects were parked without a permit. ,,,,,602,1_Officer witnessed commission of a crime,1_Officer witnessed commission of a crime,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,33,No,Yes,,,,,,,,,,,,,,,,,
1041bee6-922f-47d2-be18-548482fd126a,CA0210000,,,,3/23/2022 23:14,10,No,11893,12,"1_Patrol, traffic enforcement, field operations",,,200 Harbor Dr,NOVATO,No,,,7_White,7_White,2_Female,,No,24,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subjs we’re parked without a permit ,,,,,602,1_Officer witnessed commission of a crime,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,33,No,Yes,,,,,,,,,,,,,,,,,
a170803d-ed06-4e0e-b94f-cf2eef6d04a2,CA0210000,,,,3/24/2022 07:04,10,No,13160,1,"1_Patrol, traffic enforcement, field operations",,,Bridgeway/ gate 5 ,SAUSALITO,No,,,7_White,,1_Male,,No,35,No,8_None,,,,1_Traffic violation,Registration ,"3_Non-moving violation, including registration",54099,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,4000(A),,,Other,No,No,,,,,,,,,,,,,,,,,
a86b30d9-3a5c-41ac-9aeb-90d6f0bd4d17,CA0210000,,,,3/24/2022 08:53,10,No,13160,1,"1_Patrol, traffic enforcement, field operations",,,NB 101 at Tiburon ,MILL VALLEY,No,,,7_White,,1_Male,,No,30,No,8_None,,,,1_Traffic violation,Broken taillight ,2_Equipment violation,54193,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,13,No,No,,,,,,,,,,,,,,,,,
508db5ba-9435-4976-a812-94b1ac427170,CA0210000,,,,3/24/2022 09:34,20,No,13160,1,"1_Patrol, traffic enforcement, field operations",,,NB 101 / Paradise ,CORTE MADERA,No,,,3_Hispanic/Latino(a),,1_Male,,No,25,No,8_None,,,,1_Traffic violation,Expired registration ,"3_Non-moving violation, including registration",54099,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,4000(A),,,Other,No,Yes,,,,,,,,,,,,,,,,,
1e0cff13-4edd-4345-822b-1c4cbc6e9f58,CA0210000,,,,3/24/2022 09:51,10,No,13160,1,"1_Patrol, traffic enforcement, field operations",,,SB 101 / E. Blithedale ,MILL VALLEY,No,,,7_White,,2_Female,,No,40,No,8_None,,,,1_Traffic violation,Expired registration ,"3_Non-moving violation, including registration",54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,13,No,No,,,,,,,,,,,,,,,,,
72f7b639-b054-41e0-9ecc-ff4796af20ce,CA0210000,,,,3/24/2022 08:49,5,No,13132,0,"1_Patrol, traffic enforcement, field operations",,,Holiday Inn Express,MILL VALLEY,No,,,7_White,,2_Female,,No,18,No,8_None,,,,1_Traffic violation,Expired registration,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,12,No,Yes,,,,,,,,,,,,,,,,,
1948364c-e519-471b-ba25-7ff431fb5ed0,CA0210000,,,,3/24/2022 10:42,5,No,13132,0,"1_Patrol, traffic enforcement, field operations",,,570 Redwood Hwy Frontage Road,MILL VALLEY,No,,,3_Hispanic/Latino(a),,1_Male,,No,35,No,8_None,,,,1_Traffic violation,No front plate,2_Equipment violation,54644,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),5200(A),,,,13,No,Yes,,,,,,,,,,,,,,,,,
37e43ba7-08ce-4b67-bd46-ca81e992b381,CA0210000,,,,3/24/2022 15:35,5,No,12642,,"1_Patrol, traffic enforcement, field operations",,,1600 North San Pedro Dr,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,1_Male,,No,39,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subject had an open container of marijuana in vehicle ,,,,,23222(B),1_Officer witnessed commission of a crime,,19_Asked for consent to search property,18_Search of per00n was conducted,,,,,,,,,1_None,,,2_Warning (verbal or written),23222(B),,,,31,No,Yes,,,,,,,,,,,,,,,,,
eda8a4df-be0e-455a-8493-f79873c2b6c3,CA0210000,,,,3/24/2022 20:51,6,No,13027,1,"1_Patrol, traffic enforcement, field operations",,,100 Shoreline Hwy ,MILL VALLEY,No,,,6_Pacific Islander,,1_Male,,No,25,No,8_None,,,,1_Traffic violation,No front license plate ,2_Equipment violation,54644,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),5200(A),,,,11,No,No,,,,,,,,,,,,,,,,,
5c86ee60-22c9-47d1-93b9-7d85ac8fb93f,CA0210000,,,,3/24/2022 21:03,18,No,13027,1,"1_Patrol, traffic enforcement, field operations",,,NB 101 at 131 Hwy,MILL VALLEY,No,,,7_White,,2_Female,,No,22,No,8_None,,,,1_Traffic violation,No license plate ,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,4000(A)(1),,,13,No,No,,,,,,,,,,,,,,,,,
e6d585cb-933d-43fb-bbf1-cc22bcb0b829,CA0210000,,,,3/24/2022 21:56,7,No,13027,1,"1_Patrol, traffic enforcement, field operations",,,Seminary and Ricardo ,MILL VALLEY,No,,,7_White,,2_Female,,No,25,No,8_None,,,,1_Traffic violation,Failure to stop at or before limit line ,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22450(A),,,,13,No,Yes,,,,,,,,,,,,,,,,,
3373c44d-19bb-4194-a987-aa2621ce226b,CA0210000,,,,3/25/2022 03:12,5,No,12845,2,"1_Patrol, traffic enforcement, field operations",,,200 N San Pedro rd,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,1_Male,,No,20,No,8_None,,,,1_Traffic violation,Stop sign ,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,31,No,Yes,,,,,,,,,,,,,,,,,
c51bdcf2-2389-432b-8433-308c72110caf,CA0210000,,,,3/25/2022 10:15,15,No,13132,0,"1_Patrol, traffic enforcement, field operations",,,SB 101 At Paradise Dr,CORTE MADERA,No,,,3_Hispanic/Latino(a),,2_Female,,No,40,Yes,8_None,,,,1_Traffic violation,Expired registration,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,12500(A),,,13,No,No,,,,,,,,,,,,,,,,,
576a70a0-2552-44b8-94e5-811d2ed530ce,CA0210000,,,,3/25/2022 15:00,3,No,12523,5,"1_Patrol, traffic enforcement, field operations",,,Highway 101 at Marin City ,MARIN CITY,No,,,7_White,,1_Male,,No,35,No,8_None,,,,1_Traffic violation,Vehicle operating upon highway without current registration tab displayed ,"3_Non-moving violation, including registration",54168,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),5204(A),,,,11,No,No,,,,,,,,,,,,,,,,,
2981938f-4628-4ca0-bca7-98910a8ca01a,CA0210000,,,,3/25/2022 15:43,18,No,11361,17,"1_Patrol, traffic enforcement, field operations",,,Madrone Avenue ,SAN ANSELMO,No,,,7_White,,1_Male,,No,17,No,8_None,,,,1_Traffic violation,Cell phone,1_Moving violation,54566,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,23123(A),,,Other,Yes,Yes,,,,,,,,,,,,,,,,,
b1a752da-d48a-48d2-ae44-54b8775a7c86,CA0210000,,,,3/25/2022 11:00,40,Yes,12866,2,"1_Patrol, traffic enforcement, field operations",,,1000 Binford Road,NOVATO,No,,,7_White,,1_Male,,No,50,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,I was dispatched to a report of a male subject who threw a nail at a passing vehicle and shattered the rear window,,,,,594(B)(1),2_Matched suspect description,3_Witness or victim identification of suspect at the scene,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,20_Search of property was conducted,,,,,,,,1_None,,,6_Custodial arrest without warrant,,,,,33,Yes,Yes,,,,,,,,,,,,,,,,,
7774db06-a1fb-46f2-9367-2ef137c115f0,CA0210000,,,,3/25/2022 22:11,11,No,13027,1,"1_Patrol, traffic enforcement, field operations",,,SB 101 at N. San Pedro ,SAN RAFAEL,No,,,2_Black/African American,,1_Male,,No,60,No,8_None,,,,1_Traffic violation,"Registration expired, right rear taillight out","3_Non-moving violation, including registration",54657,,,,,,17_Asked for consent to search per00n,,,,,,,,,,1_None,,,3_Citation for infraction,,4000(A)(1),,,31,Yes,No,,,,,,,,,,,,,,,,,
657cff56-c3ce-47cb-8855-d57c9e532133,CA0210000,,,,3/25/2022 23:26,5,No,13027,1,"1_Patrol, traffic enforcement, field operations",,,N. San Pedro and Civic Center ,SAN RAFAEL,No,,,1_Asian,,1_Male,,No,25,No,8_None,,,,1_Traffic violation,Speeding ,1_Moving violation,54303,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22349(A),,,,31,No,Yes,,,,,,,,,,,,,,,,,
1f320681-87ee-411f-b042-0a097702e228,CA0210000,,,,3/25/2022 23:41,7,No,13027,1,"1_Patrol, traffic enforcement, field operations",,,N. San Pedro and Merrydale,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,1_Male,,No,28,No,8_None,,,,1_Traffic violation,Third brake light extinguished ,2_Equipment violation,54109,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),24252(A),,,,31,No,Yes,,,,,,,,,,,,,,,,,
eb2c763f-fd37-4d1f-b4cf-11cf0bea1d2b,CA0210000,,,,3/25/2022 15:10,19,No,12649,4,"1_Patrol, traffic enforcement, field operations",,,Hwy 101/Seminary Dr,MILL VALLEY,No,,,2_Black/African American,,1_Male,,No,30,No,8_None,,,,1_Traffic violation,Expired registration,2_Equipment violation,54657,,,,,,17_Asked for consent to search per00n,18_Search of per00n was conducted,19_Asked for consent to search property,20_Search of property was conducted,,,,,,,1_None,,,2_Warning (verbal or written),4000(A)(1),,,,13,No,No,,,,,,,,,,,,,,,,,
889a2450-5dc9-48a0-95a9-160338e225e0,CA0210000,,,,3/19/2022 15:10,19,No,12649,4,"1_Patrol, traffic enforcement, field operations",,,Hwy 101/Seminary Dr,MILL VALLEY,No,,,2_Black/African American,,1_Male,,No,30,No,8_None,,,,1_Traffic violation,Passenger in vehicle with expired registration and with an active arrest warrant.,2_Equipment violation,54657,,,,,,1_Per00n removed from vehicle by order,5_Handcuffed or flex cuffed,6_Patrol car detention,18_Search of per00n was conducted,,,,,,,1_None,,,5_Custodial arrest pursuant to outstanding warrant,,,,460(B),13,No,No,,,,,,,,,,,,,,,,,
d0ef0ccd-8830-4ee7-b94e-02265c37f871,CA0210000,,,,3/25/2022 21:17,4,No,12649,4,2_Gang enforcement,,,Tiburon Blvd/Redwood Hwy Frontage Rd,MILL VALLEY,No,,,7_White,,1_Male,,No,45,No,8_None,,,,1_Traffic violation,No front plate,2_Equipment violation,54644,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),5200(A),,,,13,No,Yes,,,,,,,,,,,,,,,,,
eb5d9f3e-d10c-418d-b095-b6b28c449395,CA0210000,,,,3/25/2022 21:25,4,No,12649,4,"1_Patrol, traffic enforcement, field operations",,,800 Redwood Hwy Frontage Rd,MILL VALLEY,No,,,3_Hispanic/Latino(a),,1_Male,,No,40,No,8_None,,,,1_Traffic violation,Expired registration,2_Equipment violation,54657,,,,,,17_Asked for consent to search per00n,18_Search of per00n was conducted,24_NONE,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A)(1),,,,13,No,No,,,,,,,,,,,,,,,,,
ad2759f3-d81d-440f-b2d2-67ce0315356f,CA0210000,,,,3/25/2022 23:27,5,No,12649,4,"1_Patrol, traffic enforcement, field operations",,,100 Shoreline Hwy,MILL VALLEY,No,,,7_White,,1_Male,,No,30,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,During consensual encounter subject displayed objective signs of alcohol intoxication,,,,,647(F),9_Other rea00nable suspicion of a crime,,17_Asked for consent to search per00n,18_Search of per00n was conducted,24_NONE,,,,1_Safekeeping as allowed by law/statute,3_Weapon(s) other than firearm,,,4_Weapon(s) other than a firearm,1_None,,1_No action,,,,,11,Yes,Yes,,,,,,,,,,,,,,,,,
c3a48247-dd2b-4235-ad39-f715fc6035a6,CA0210000,,,,3/26/2022 00:31,7,No,12649,4,"1_Patrol, traffic enforcement, field operations",,,100 Donahue St,MARIN CITY,No,,,3_Hispanic/Latino(a),,1_Male,,No,25,No,8_None,,,,1_Traffic violation,No front plate,2_Equipment violation,54644,,,,,,1_Per00n removed from vehicle by order,3_Field 00briety test conducted,24_NONE,,,,,,,,1_None,,,2_Warning (verbal or written),5200(A),,,,11,No,No,,,,,,,,,,,,,,,,,
06cb2344-58c4-4607-95b9-5569e700e3ad,CA0210000,,,,3/26/2022 02:12,6,No,13027,1,"1_Patrol, traffic enforcement, field operations",,,SB 101 at Central SR ,SAN RAFAEL,No,,,7_White,,1_Male,,No,18,No,8_None,,,,1_Traffic violation,Failure to stop at or before limit line ,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22450(A),,,,31,No,Yes,,,,,,,,,,,,,,,,,
73fb4b2d-f14e-4f89-9c78-3134b1d502be,CA0210000,,,,3/26/2022 11:54,4,No,12523,5,"1_Patrol, traffic enforcement, field operations",,,N Bridge Blvd/Bridgeway ,MARIN CITY,No,,,7_White,,1_Male,,No,50,No,8_None,,,,1_Traffic violation,Operating vehicle upon highway without two license plates affixed to vehicle and without current registration ,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A)(1),,,,11,No,No,,,,,,,,,,,,,,,,,
e664a3bd-8238-4520-b614-0933768e761a,CA0210000,,,,3/26/2022 21:07,10,No,12523,5,"1_Patrol, traffic enforcement, field operations",,,NB Hwy 101/Paradise Dr ,TIBURON,No,,,4_Middle Eastern or 00uth Asian,,1_Male,,No,40,No,8_None,,,,1_Traffic violation,Operating vehicle upon highway without current registration ,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,4000(A)(1),,,Other,No,No,,,,,,,,,,,,,,,,,
f866331d-7f36-4699-a830-5e55f501a869,CA0210000,,,,3/24/2022 14:05,10,No,13069,0,"1_Patrol, traffic enforcement, field operations",,,15475 Shoreline highway,MARSHALL,No,,,7_White,,2_Female,,No,70,No,8_None,,,,1_Traffic violation,Brake light out,2_Equipment violation,54193,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),24603,,,,42,No,No,,,,,,,,,,,,,,,,,
ae4192cc-4dd2-47c2-8983-3e9809164d7c,CA0210000,,,,3/26/2022 16:31,15,No,13069,0,"1_Patrol, traffic enforcement, field operations",,,Civic center/NSP,SAN RAFAEL,No,,,7_White,,1_Male,,No,50,No,8_None,,,,1_Traffic violation,4000(a)(1),2_Equipment violation,54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A)(1),,,,31,No,No,,,,,,,,,,,,,,,,,
645e7c62-753e-45eb-b5fc-db20963329bb,CA0210000,,,,3/26/2022 16:25,5,Yes,11361,17,"1_Patrol, traffic enforcement, field operations",,,2500 sir Francis drake bl,FAIRFAX,No,,,4_Middle Eastern or 00uth Asian,,1_Male,,No,42,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Violation of server DVTRO,,,,,273.6(A),1_Officer witnessed commission of a crime,,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,,,,,,,,,1_None,,,6_Custodial arrest without warrant,,,,,22,Yes,Yes,,,,,,,,,,,,,,,,,
78a5e1be-ce9e-407c-9e31-181b9e544f3b,CA0210000,,,,3/25/2022 21:53,1,No,12257,7,"1_Patrol, traffic enforcement, field operations",,,11600 pt Reyes Petaluma ,NICASIO,No,,,7_White,,1_Male,,No,40,No,8_None,,,,1_Traffic violation,Speed,1_Moving violation,54395,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,42,No,Yes,,,,,,,,,,,,,,,,,
95d0c614-4900-4814-8d28-7dd280dfef74,CA0210000,,,,3/17/2022 19:15,180,Yes,12257,7,"1_Patrol, traffic enforcement, field operations",,,7500 Lucas valley rd,NICASIO,No,,,7_White,,1_Male,,No,20,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Vandalism,,,,,594(B)(2)(B),2_Matched suspect description,,5_Handcuffed or flex cuffed,6_Patrol car detention,16_Per00n photographed,18_Search of per00n was conducted,,,4_Impound of vehicle,11_Other contraband or evidence,,,11_Other contraband or evidence,1_None,,6_Custodial arrest without warrant,,,,,42,Yes,Yes,,,,,,,,,,,,,,,,,
35e1ab1e-e09b-4130-bbd7-66a8ee3ed27c,CA0210000,,,,3/26/2022 20:03,5,No,12257,7,"1_Patrol, traffic enforcement, field operations",,,11600 pt Reyes Petaluma rd,NICASIO,No,,,7_White,,1_Male,,No,30,No,8_None,,,,1_Traffic violation,Speeding ,1_Moving violation,54395,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22349(B),,,,42,No,No,,,,,,,,,,,,,,,,,
a6999e41-fe52-435b-bac3-12277d038930,CA0210000,,,,3/27/2022 01:13,8,No,12838,3,"1_Patrol, traffic enforcement, field operations",,,US 101 S / 131,MILL VALLEY,No,,,3_Hispanic/Latino(a),,1_Male,,No,45,No,8_None,,,,1_Traffic violation,Speeding,1_Moving violation,54303,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,13,No,No,,,,,,,,,,,,,,,,,
8ef95a23-76c2-476e-b3f6-a6d85f3d7032,CA0210000,,,,3/27/2022 11:05,10,No,13139,7,"1_Patrol, traffic enforcement, field operations",,,Drake / Donohue,MARIN CITY,No,,,7_White,,1_Male,,No,25,No,8_None,,,,1_Traffic violation,Stop sign ,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,11,No,Yes,,,,,,,,,,,,,,,,,
9d74a021-dbab-4a0e-8429-26593d29f91c,CA0210000,,,,3/27/2022 17:00,5,No,12376,7,"1_Patrol, traffic enforcement, field operations",,,800 ATHERTON AVE NOV,NOVATO,No,,,2_Black/African American,,1_Male,,No,22,No,8_None,,,,1_Traffic violation,NO FRONT PLATE,2_Equipment violation,54644,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,33,No,No,,,,,,,,,,,,,,,,,
729a2338-e201-4adc-a6d5-d25156431b29,CA0210000,,,,3/27/2022 16:05,5,No,12376,7,"1_Patrol, traffic enforcement, field operations",,,8000 BINFORD,NOVATO,No,,,7_White,,1_Male,,No,30,No,8_None,,,,"3_Known to be on parole/probation,PRCS, mandatory supervision",KNOWN TO BE ON PROBATION ,,,,,,,,18_Search of per00n was conducted,,,,4_Condition of parole/probation/PRCS/mandatory supervision,,,,,,1_None,,,1_No action,,,,,33,Yes,Yes,,,,,,,,,,,,,,,,,
18f85b70-749c-4232-b986-dcfd8621c05e,CA0210000,,,,3/27/2022 19:22,20,No,11620,15,"1_Patrol, traffic enforcement, field operations",,,Sir Francis Drake/ Bon Air Rd,KENTFIELD,No,,,7_White,,1_Male,,No,21,No,8_None,,,,1_Traffic violation,"Texting while driving, no lights during inclement weather ",1_Moving violation,54566,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,21,Yes,Yes,,,,,,,,,,,,,,,,,
0c889ac0-da31-4be3-b236-607ce4aaf396,CA0210000,,,,3/27/2022 20:23,8,No,13076,1,"1_Patrol, traffic enforcement, field operations",,,N/B 101 at Seminary ,MILL VALLEY,No,,,3_Hispanic/Latino(a),,1_Male,,No,35,No,8_None,,,,1_Traffic violation,Driving on N/B 101 at Seminary when a vehicle with an unreadable plate caught my attention ,2_Equipment violation,54723,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,Other,No,No,,,,,,,,,,,,,,,,,
6ce04b7a-1138-4a76-a7c9-821147f42a36,CA0210000,,,,3/27/2022 21:57,60,No,12348,7,"1_Patrol, traffic enforcement, field operations",,,110 Strawberry Village,MILL VALLEY,No,,,3_Hispanic/Latino(a),,2_Female,,No,20,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,"While on a patrol check of the area, I noticed a store employee running after two females who were carrying miscellaneous items in their hands. The females got into a vehicle and attempted to leave as I approached the vehicle. At the conclusion of my investigation, I learned that the two females had just shoplifted at the store.",,,,,459.5,3_Witness or victim identification of suspect at the scene,9_Other rea00nable suspicion of a crime,5_Handcuffed or flex cuffed,6_Patrol car detention,18_Search of per00n was conducted,6_Patrol car detention,,,,,,,1_None,,,5_Custodial arrest pursuant to outstanding warrant,,,,487,13,No,No,,,,,,,,,,,,,,,,,
