contactdate,contacttime,cadincident,casenumber,dispatched,encountertype,beat,bfostopped,areastopped,blocknumber,Address,intelligenceled,bwcactivated,subject_reasonforencounter,suspicion_type_AB953,ReasonForStop,InitiatingOffense_AB953,TypeTraffic_AB953,TrafficCode,subjectnumber,LocationVehicleOccupant,subject_age,subject_agegroup,perceived_age_AB953,gender_opd,perceived_gender_AB953,GenderNonCon,LGBT,race_opd,perceived_race_AB953,RacePerceivedPrior,Disability,Fluency,Student,EduCode,EduCodeSubdivision,oaklandresident,Parole,Probation,stop_relatedactions_AB953,search_relatedactions_AB953,uof_relatedactions_AB953,other_actions_AB953,Consent_Person,Consent_Given_Person,Consent_Property,Consent_Given_Property,no_actions_above_ck,handcuffed,citationnumber,subject_durationofencounter,SearchRelatedActions_AB953,searchconducted,searched,SearchBasis_AB953,SearchTypeGrouping_opd,EvidDisc_AB953,discovery_opd,BasisForSeizure_AB953,recovery_opd,PropertySeized_AB953,ResultofStop_AB953,resultofstop_opd,UseOfForce_opd,FinalDate,VTKReportID,vtkreportid_without_minus_sign,Unique ID
9/26/21,51:00.0,LOP210926000429,NULL,Non-Dispatch,Vehicle,21X,BFO 1,Area 3,3400,Foothill Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,18,18-29,20,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Unknown,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,2/24/22,8QSWI4LU36GT1X,8QSWI4LU36GT1X,8QSWI4LU36GT1X-1
9/26/21,45:00.0,LOP210926000296,21-045091,Non-Dispatch,Vehicle,23X,BFO 2,Area 4,3900,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,34,30-39,33,M,Male,0,0,Other,Middle Eastern or South Asian,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2262277,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/26/21,LPRWI0ICBRB13Y,LPRWI0ICBRB13Y,LPRWI0ICBRB13Y-1
9/26/21,33:00.0,LOP210926000959,21-045178,Non-Dispatch,Vehicle,25X,BFO 2,Area 4,5900,Mountain Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,41,Over 40,40,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,1,"Person removed from vehicle by order,Handcuffed or flex cuffed,Patrol car detention,","Search of person conducted,Property seized,Vehicle impounded,",NULL,NULL,No,NULL,No,NULL,0,Yes,214,45,"Search of person conducted,Property seized,Vehicle impounded,",Yes,Person,"Suspected weapons,Officer safety/safety of others,Incident to arrest,",Discretionary Search,"Drugs/narcotics,Drug paraphernalia,",Yes,"Contraband,",Yes,"Drugs/narcotics,Drug paraphernalia,","Field Interview card completed,In-field cite and release - Offense(s) required,",Arrest,NULL,9/30/21,541WI0XVKRT8L5,541WI0XVKRT8L5,541WI0XVKRT8L5-1
9/26/21,04:00.0,LOP210926000980,NULL,Non-Dispatch,Vehicle,10X,BFO 1,Area 2,800,Stanford Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,26708.5-VC-WINDOW INSTAL/ETC MAT VIO-I,Equipment violation,26708.5-VC-WINDOW INSTAL/ETC MAT VIO-I,1,Driver,19,18-29,20,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2052985,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,Citation for infraction - Offense(s) required,",Citation,NULL,9/27/21,463WI0XI15807O,463WI0XI15807O,463WI0XI15807O-1
9/27/21,05:00.0,LOP210927000702,NULL,Non-Dispatch,Vehicle,11X,BFO 1,Area 2,500,51st Street,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,59,Over 40,50,F,Female,0,0,Other,MultiRacial,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269889,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/27/21,416WI1RHX2RSUV,416WI1RHX2RSUV,416WI1RHX2RSUV-1
9/27/21,09:00.0,LOP210927000764,21-045310,Non-Dispatch,Vehicle,11X,BFO 1,Area 2,500,51st Street,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,45,Over 40,40,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269893,30,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,In-field cite and release - Offense(s) required,",Arrest,NULL,9/27/21,416WI1TIF25QX5,416WI1TIF25QX5,416WI1TIF25QX5-1
9/27/21,17:00.0,LOP210927000715,NULL,Non-Dispatch,Vehicle,11X,BFO 1,Area 2,400,51st Street,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,48,Over 40,50,F,Female,0,0,Other,Middle Eastern or South Asian,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269890,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/27/21,416WI1RYUVTY5M,416WI1RYUVTY5M,416WI1RYUVTY5M-1
9/27/21,34:00.0,LOP210927000729,NULL,Non-Dispatch,Vehicle,11X,BFO 1,Area 2,400,51st Street,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,18,18-29,20,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269891,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/27/21,416WI1SCKSCGER,416WI1SCKSCGER,416WI1SCKSCGER-1
9/27/21,46:00.0,LOP210927000745,NULL,Non-Dispatch,Vehicle,11X,BFO 1,Area 2,400,51st Street,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,31,30-39,40,M,Male,0,0,Other,Middle Eastern or South Asian,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,9/27/21,416WI1SEAV8E79,416WI1SEAV8E79,416WI1SEAV8E79-1
9/27/21,01:00.0,LOP210927000925,NULL,Non-Dispatch,Vehicle,11X,BFO 1,Area 2,500,52nd Street,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,71,Over 40,75,M,Male,0,0,White,White,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2270544,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/28/21,002WI1VGMLVWO9,002WI1VGMLVWO9,002WI1VGMLVWO9-1
9/27/21,13:00.0,LOP210927000935,NULL,Non-Dispatch,Vehicle,11X,BFO 1,Area 2,500,52nd Street,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,65,Over 40,65,M,Male,0,0,Other,Middle Eastern or South Asian,No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2270545,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/28/21,002WI1VQPED3HD,002WI1VQPED3HD,002WI1VQPED3HD-1
9/27/21,45:00.0,LOP210927000741,NULL,Non-Dispatch,Vehicle,21Y,BFO 1,Area 3,2500,Coolidge Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,30,30-39,25,F,Female,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2139101,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Citation for infraction - Offense(s) required,",Citation,NULL,10/20/21,479WI1R3XJKFJQ,479WI1R3XJKFJQ,479WI1R3XJKFJQ-1
9/27/21,45:00.0,LOP210927000349,NULL,Non-Dispatch,Vehicle,10Y,BFO 1,Area 2,5300,Market Street ,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,47,Over 40,45,M,Male,0,0,Hispanic,Hispanic/Latino(a),Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2130081,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/27/21,LPRWI1KAPWGGHP,LPRWI1KAPWGGHP,LPRWI1KAPWGGHP-1
9/27/21,42:00.0,LOP210927000295,NULL,Non-Dispatch,Vehicle,02X,BFO 1,Area 1,1100,Middle Harbor Road,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,55,Over 40,50,M,Male,0,0,Hispanic,Hispanic/Latino(a),Yes,"None,",1,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2048692,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Citation for infraction - Offense(s) required,",Citation,NULL,10/8/21,067WI1I1WEABQR,067WI1I1WEABQR,067WI1I1WEABQR-1
9/27/21,46:00.0,LOP210927000800,NULL,Non-Dispatch,Vehicle,09X,BFO 1,Area 2,3800,Piedmont Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,33,30-39,35,M,Male,0,0,White,White,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2270541,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/28/21,002WI1S5PDYQEX,002WI1S5PDYQEX,002WI1S5PDYQEX-1
9/27/21,11:00.0,LOP210927000825,NULL,Non-Dispatch,Vehicle,08X,BFO 1,Area 2,3800,Piedmont Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,32,30-39,29,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2270542,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/28/21,002WI1TMTLRGPP,002WI1TMTLRGPP,002WI1TMTLRGPP-1
9/27/21,32:00.0,LOP210927000846,NULL,Non-Dispatch,Vehicle,12X,BFO 1,Area 2,5100,Shattuck Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,32,30-39,35,F,Female,0,0,White,White,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2270543,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/28/21,002WI1TX4DACI8,002WI1TX4DACI8,002WI1TX4DACI8-1
9/27/21,57:00.0,LOP210927000696,NULL,Non-Dispatch,Vehicle,03X,BFO 1,Area 1,900,Webster Street,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,25,18-29,25,M,Male,0,0,Asian,Asian,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2137751,25,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/27/21,217WI1RVWWHS43,217WI1RVWWHS43,217WI1RVWWHS43-1
9/28/21,06:00.0,LOP210927000823,21-045327,Non-Dispatch,Vehicle,19X,BFO 1,Area 3,2400,Embarcadero,No,Yes,Traffic violation,NULL,Traffic Violation,21209-VC-MOTOR VEH IN BIKE LANE-I,Moving violation,21209-VC-MOTOR VEH IN BIKE LANE-I,1,Driver,39,30-39,30,F,Female,0,0,Asian,Asian,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,9/29/21,464WI2SXOE09OH,464WI2SXOE09OH,464WI2SXOE09OH-1
9/28/21,35:00.0,LOP210928000525,NULL,Non-Dispatch,Vehicle,20X,BFO 1,Area 3,2900,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,51,Over 40,40,M,Male,0,0,Asian,Asian,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2262278,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,10/1/21,LPRWI2OXCYADBO,LPRWI2OXCYADBO,LPRWI2OXCYADBO-1
9/29/21,35:00.0,LOP210929000747,NULL,Non-Dispatch,Vehicle,03X,BFO 1,Area 1,300,9th Street,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,20,18-29,20,M,Male,0,0,Asian,Asian,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2137752,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/30/21,217WI3RXGG41ZO,217WI3RXGG41ZO,217WI3RXGG41ZO-1
9/29/21,13:00.0,LOP210929000664,NULL,Non-Dispatch,Vehicle,26X,BFO 2,Area 4,8100,B Street,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,20,18-29,21,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2129504,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Citation for infraction - Offense(s) required,",Citation,NULL,10/8/21,461WI3REE8HL0B,461WI3REE8HL0B,461WI3REE8HL0B-1
9/29/21,01:00.0,LOP210929000717,NULL,Non-Dispatch,Vehicle,03X,BFO 1,Area 1,600,Castro Street,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,31,30-39,30,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Unknown,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2129030,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,10/6/21,LPRWI4YRPSCFCO,LPRWI4YRPSCFCO,LPRWI4YRPSCFCO-1
9/29/21,33:00.0,LOP210929000744,NULL,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,9800,Lawlor Street ,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,27,18-29,30,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2148341,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,Citation for infraction - Offense(s) required,",Citation,NULL,9/30/21,860WI3SPVJK1HG,860WI3SPVJK1HG,860WI3SPVJK1HG-1
9/30/21,57:00.0,LOP210930000748,21-045808,Non-Dispatch,Vehicle,26X,BFO 2,Area 4,900,69th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,22107-VC-UNSAF TURN &/OR NO SIGNAL-I,Moving violation,22107-VC-UNSAF TURN &/OR NO SIGNAL-I,1,Driver,19,NULL,20,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,"Person removed from vehicle by physical contact,Handcuffed or flex cuffed,Patrol car detention,","Search of person conducted,Vehicle impounded,",NULL,NULL,No,NULL,No,NULL,0,Yes,NULL,60,"Search of person conducted,Vehicle impounded,",Yes,Person,"Suspected weapons,Officer safety/safety of others,",Discretionary Search,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,10/1/21,LPRWI4RTGHRV8O,LPRWI4RTGHRV8O,LPRWI4RTGHRV8O-1
9/30/21,57:00.0,LOP210930000748,21-045808,Non-Dispatch,Vehicle,26X,BFO 2,Area 4,900,69th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,22107-VC-UNSAF TURN &/OR NO SIGNAL-I,Moving violation,22107-VC-UNSAF TURN &/OR NO SIGNAL-I,2,Passenger,18,NULL,20,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,"Person removed from vehicle by physical contact,Curbside detention,","Search of person conducted,Search of property conducted,",NULL,NULL,No,NULL,No,NULL,0,No,NULL,60,"Search of person conducted,Search of property conducted,",Yes,Person and Property,"Suspected weapons,Officer safety/safety of others,",Discretionary Search,"None,",No,NULL,No,NULL,"Field Interview card completed,",No Action,NULL,10/1/21,LPRWI4RTGHRV8O,LPRWI4RTGHRV8O,LPRWI4RTGHRV8O-2
9/30/21,15:00.0,LOP210930000984,NULL,Non-Dispatch,Vehicle,30X,BFO 2,Area 5,1400,79th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,22350-VC-UNSAFE SPEED:PREVAIL COND-I,Moving violation,22350-VC-UNSAFE SPEED:PREVAIL COND-I,1,Driver,25,18-29,30,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,30,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,",No Action,NULL,10/3/21,LPRWI4W4B5GBXI,LPRWI4W4B5GBXI,LPRWI4W4B5GBXI-1
9/30/21,49:00.0,LOP210930000743,21-045805,Non-Dispatch,Vehicle,27X,BFO 2,Area 4,5300,Foothill Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21651(B)-VC-DRIVE WRONG WAY:DIV HWY-M,Moving violation,21651(B)-VC-DRIVE WRONG WAY:DIV HWY-M,1,Driver,20,18-29,20,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,1,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,10/5/21,475WI4RM3VE7OA,475WI4RM3VE7OA,475WI4RM3VE7OA-1
9/30/21,06:00.0,LOP210930000337,NULL,Non-Dispatch,Vehicle,16Y,BFO 1,Area 3,1300,Hampel Street,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Equipment violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,60,Over 40,45,F,Female,0,0,White,White,Yes,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,2/24/22,LPRWHYVRQ7IH29,LPRWHYVRQ7IH29,LPRWHYVRQ7IH29-1
9/30/21,38:00.0,LOP210930000668,NULL,Non-Dispatch,Vehicle,30Y,BFO 2,Area 5,8500,MacArthur Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21650-VC-FAIL DRIVE RT HALF ROAD-I,Moving violation,21650-VC-FAIL DRIVE RT HALF ROAD-I,1,Driver,17,Under 18,17,M,Male,0,0,Other,Pacific Islander,No,"None,",0,1,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,10/1/21,860WI4P51O7GM2,860WI4P51O7GM2,860WI4P51O7GM2-1
9/30/21,50:00.0,LOP210930000806,NULL,Non-Dispatch,Vehicle,03X,BFO 1,Area 1,900,Webster Street,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,42,Over 40,40,F,Female,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2137753,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,12/28/21,217WI4SC38M0JL,217WI4SC38M0JL,217WI4SC38M0JL-1
10/1/21,14:00.0,LOP211001000890,NULL,Non-Dispatch,Pedestrian,04X,BFO 1,Area 1,1700,Brush Street ,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,21,18-29,35,M,Male,0,0,Black/African American,Black/African American,No,"None,",1,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2129479,25,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,10/2/21,486WJAVRT0L0M2,486WJAVRT0L0M2,486WJAVRT0L0M2-1
10/1/21,50:00.0,LOP211001000583,NULL,Non-Dispatch,Vehicle,03X,BFO 1,Area 1,1100,Webster Street,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,52,Over 40,50,F,Female,0,0,Asian,Asian,No,"None,",0,NULL,NULL,NULL,Unknown,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2137755,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,Citation for infraction - Offense(s) required,",Citation,NULL,10/1/21,217WJAPEMC67LY,217WJAPEMC67LY,217WJAPEMC67LY-1
10/1/21,15:00.0,LOP211001000521,NULL,Non-Dispatch,Vehicle,03X,BFO 1,Area 1,900,Webster Street,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,24,18-29,24,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2137754,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,Citation for infraction - Offense(s) required,",Citation,NULL,10/1/21,217WJAOOX80KQA,217WJAOOX80KQA,217WJAOOX80KQA-1
