Date,Time,Street,Cross Street,Source of Call,Total OnScene Time,Stop - K-12?,Stop - School Code,Stop - Officer Assignment,Stop - Reason For,Stop - Suspicion Types,Stop - Violation Type,Stop - Perc Race,Stop - Perc Disabilities,Stop - Perc Gender,Stop - Perc LGBT?,Stop - Limited English?,Stop - Perc Age,Stop - Actions Taken,Stop - Search Basis,Stop - Evidence Discovered,Stop - Seized Property Basis,Stop - Seized Property Type,Stop - Result,Stop - Citation Code 1,Stop - Citation Desc 1,Stop - Custodial Code 1,Stop - Custodial Desc 1,Stop - Cite/Release Code 1,Stop - Cite/Release Desc 1,Stop - Warning Code 1,Stop - Warning Desc 1,Stop - Educ Section,Stop - Educ Subdivision
10/28/20,19:27:01,SHASTA DR,DENALI DR/ARLINGTON DR,W,242,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,Mental health condition,Male,F,F,55,Curbside detention,,,,,No action,,,,,,,,,,
10/28/20,23:12:24,COWELL BL,DREW AV,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Female,F,F,30,None,,,,,No action,,,,,,,,,,
10/28/20,23:12:24,COWELL BL,DREW AV,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Black/African American,None,Male,F,F,30,None,,,,,Warning (verbal or written),,,,,,,12500(A) VC,DRIVE W/O LICENSE - M,,
10/28/20,22:54:56,CHILES RD,MACE BL/EL CEMONTE AV,O,5,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,"Asian, Hispanic/Latino, Middle Eastern or South Asian, White",None,Male,F,F,18,None,,,,,Warning (verbal or written),,,,,,,5201(A) VC,LICENS PLATE POSITION VIO - I,,
10/29/20,00:10:27,COWELL BL,VALDORA ST/POLE LINE RD,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,"Asian, Middle Eastern or South Asian, White",None,Female,F,F,20,None,,,,,No action,,,,,,,,,,
10/29/20,22:49:20,COWELL BL,DREW AV,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,"Asian, Hispanic/Latino, Middle Eastern or South Asian, Native American, White",None,Male,F,F,20,None,,,,,Warning (verbal or written),,,,,,,24400 VC,HEADLAMP:OPR/AMT/SIZE:VIO - I,,
10/29/20,14:49:11,OLIVE DR,RICHARDS BL/HICKORY LN,W,137,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Officer witnessed commission of a crime",,White,Mental health condition,Male,F,F,25,"Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:UI/DRUG - M,,,,,,
10/29/20,01:02:41,LILLARD DR,DRUMMOND AV,O,15,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,"Asian, Hispanic/Latino, Middle Eastern or South Asian, White",None,Female,F,F,20,None,,,,,Citation for infraction,12500(A) VC,DRIVE W/O LICENSE - M,,,,,,,,
10/29/20,19:27:27,GRANDE AV,MERCEDES AV/CATALINA DR,9,173,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Black/African American,Mental health condition,Male,F,F,35,"Handcuffed or flex cuffed, Patrol car detention, Property was seized, Search of person was conducted",Incident to arrest,"Drug paraphernalia, Other contraband or evidence",Evidence,Drugs/narcotics,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
10/30/20,23:33:38,2ND ST,E ST,O,284,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime",,White,None,Male,F,F,40,"Search of person was conducted, Search of property was conducted",Incident to arrest,Money,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
10/30/20,20:51:24,RUSSELL BL,ORCHARD PARK DR,O,47,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Middle Eastern or South Asian,None,Male,F,F,21,"Asked for consent to search property, Search of property was conducted","Consent given, Evidence of crime, Odor of contraband, Visible contraband",Drugs/narcotics,,,Citation for infraction,23222(B) VC,POSS MARIJUANA WHILE DRIV - I,,,,,,,,
10/30/20,23:33:38,2ND ST,E ST,O,284,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime",,Hispanic/Latino,None,Male,F,F,40,None,,,,,No action,,,,,,,,,,
10/31/20,22:43:01,OLIVE DR,RICHARDS BL/HICKORY LN,T,133,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Officer witnessed commission of a crime,,White,None,Male,F,F,25,"Asked for consent to search person, Curbside detention, Handcuffed or flex cuffed, Property was seized, Search of person was conducted, Search of property was conducted","Consent given, Evidence of crime",Drugs/narcotics,"Contraband, Evidence",Drugs/narcotics,Custodial arrest without warrant,,,11350(A) HS,POSSESS NARCOTIC CNTL SUB - M,,,,,,
10/31/20,20:15:09,PARKWAY CIR,ORCHARD RD,O,28,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,20,None,,,,,Citation for infraction,21658(A) VC,UNSAFE LANE CHANGE/ETC - I,,,,,,,,
10/31/20,22:22:52,5TH ST,I ST,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Black/African American,None,Male,F,F,30,None,,,,,Warning (verbal or written),,,,,,,24250 VC,DRIVE WITHOUT LIGHTS:DARK - I,,
10/31/20,02:25:55,COWELL BL,CHILES RD/KOSO ST,O,10,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",White,None,Male,F,F,50,None,,,,,Warning (verbal or written),,,,,,,4000(A)(1) VC,NO REG:VEH/TRAILER/ETC - I,,
10/31/20,01:15:49,CHILES RD,MACE BL/EL CEMONTE AV,O,1,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Hispanic/Latino,None,Male,F,F,30,None,,,,,No action,,,,,,,,,,
10/31/20,09:53:36,MACE BL,CHILES RD/COWELL BL,T,100,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Actions indicative of casing a victim or location, Matched suspect description, Other reasonable suspicion of a crime, Witness or victim identification of suspect at the scene",,White,None,Male,F,F,25,"Handcuffed or flex cuffed, Search of person was conducted","Incident to arrest, Officer safety/safety of others, Suspected weapons","Cell phone(s) or electronic device(s), Drugs/narcotics",,,Custodial arrest without warrant,,,490.5(A) PC,PETTY THEFT RETAIL/ETC - M,,,,,,
10/31/20,18:30:17,J ST,ALICE ST,O,5,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Middle Eastern or South Asian,None,Male,F,F,20,None,,,,,No action,,,,,,,,,,
10/31/20,13:19:17,OAK AV,RUSSELL BL/W 8TH ST,W,76,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Female,F,F,22,None,,,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,,,,,,,,
10/31/20,01:25:21,W COVELL BL,F ST,O,25,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,25,Curbside detention,,,,,Warning (verbal or written),,,,,,,22107 VC,UNSAF TURN &/OR NO SIGNAL - I,,
10/31/20,02:25:55,COWELL BL,CHILES RD/KOSO ST,O,10,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",White,None,Male,F,F,50,None,,,,,Warning (verbal or written),,,,,,,4000(A)(1) VC,NO REG:VEH/TRAILER/ETC - I,,
11/1/20,09:13:06,MACE BL,CHILES RD/COWELL BL,T,39,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Female,F,F,0,None,,,,,In-field cite and release,,,,,490.5(A) PC,PETTY THEFT RETAIL/ETC - M,,,,
11/1/20,10:22:19,F ST,6TH ST/7TH ST,W,44,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,21,"Handcuffed or flex cuffed, Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,Drug paraphernalia,,,Warning (verbal or written),,,,,,,11364(A) HS,POSS UNLAW PARAPHERNALIA - M,,
11/1/20,22:12:43,5TH ST,L ST,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,24,None,,,,,No action,,,,,,,,,,
11/1/20,22:31:11,RUSSELL BL,CALIFORNIA AV,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Female,F,F,25,None,,,,,Warning (verbal or written),,,,,,,24250 VC,DRIVE WITHOUT LIGHTS:DARK - I,,
11/1/20,20:23:00,F ST,2ND ST,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,25,None,,,,,No action,,,,,,,,,,
11/1/20,21:49:35,ADAMS ST,ARTHUR ST,O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,21,None,,,,,No action,,,,,,,,,,
11/1/20,04:57:09,MERCEDES AV,LEON PL/LINDO PL,W,95,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Matched suspect description,,White,None,Female,F,F,20,None,,,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
11/1/20,01:53:00,SHASTA DR,DENALI DR/ARLINGTON DR,W,243,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Witness or victim identification of suspect at the scene",,White,None,Female,F,F,21,"Curbside detention, Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,243(E)(1) PC,BAT:SPOUSE/EX SP/DATE/ETC - M,,,,,,
11/1/20,21:32:46,W COVELL BL,CR98,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Middle Eastern or South Asian,None,Male,F,F,30,None,,,,,No action,,,,,,,,,,
11/1/20,01:50:28,3RD ST,L ST,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Middle Eastern or South Asian,None,Male,F,F,35,"Search of person was conducted, Search of property was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
11/1/20,02:47:44,E COVELL BL,ALHAMBRA DR,O,10,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Hispanic/Latino,None,Male,F,F,25,None,,,,,Warning (verbal or written),,,,,,,24250 VC,DRIVE WITHOUT LIGHTS:DARK - I,,
11/1/20,00:00:51,G ST,5TH ST/6TH ST,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Female,F,F,25,None,,,,,Warning (verbal or written),,,,,,,24250 VC,DRIVE WITHOUT LIGHTS:DARK - I,,
11/2/20,23:53:30,B ST,3RD ST/4TH ST,T,205,F,,Roadblock or DUI sobriety checkpoint,Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,"Hispanic/Latino, Middle Eastern or South Asian",None,Male,F,F,30,"Handcuffed or flex cuffed, Property was seized, Search of person was conducted, Search of property was conducted",Incident to arrest,Drug paraphernalia,"Contraband, Evidence, Safekeeping as allowed by law/statute","Drug paraphernalia, Other contraband or evidence, Suspected stolen property",Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
11/2/20,14:52:23,5TH ST,CANTRILL DR/SAN RAFAEL ST,T,51,F,,"Patrol, traffic enforcement, field operations",Knowledge of outstanding arrest warrant/wanted person,,,Hispanic/Latino,None,Male,F,F,40,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
11/2/20,04:11:45,MACE BL,CHILES RD,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,25,None,,,,,No action,,,,,,,,,,
11/2/20,04:58:42,CHILES RD,MACE BL/EL CEMONTE AV,O,195,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime",,Black/African American,None,Male,F,F,27,"Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted",Officer safety/safety of others,None,,,No action,,,,,,,,,,
11/3/20,03:42:02,COWELL BL,SUNRISE CT/MACE BL,T,145,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,"Black/African American, Hispanic/Latino, Middle Eastern or South Asian, Native American, Pacific Islander",None,Male,F,F,45,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
11/4/20,12:47:17,UNIVERSITY AV,2ND ST/3RD ST,W,150,F,,"Patrol, traffic enforcement, field operations",Consensual encounter resulting in search,,,White,None,Male,F,F,40,"Asked for consent to search person, Handcuffed or flex cuffed, Search of person was conducted","Consent given, Officer safety/safety of others",None,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,,,,,,,,
11/4/20,19:17:52,ALVARADO AV,ANDERSON RD/SYCAMORE LN,T,88,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,"Hispanic/Latino, Pacific Islander",Mental health condition,Female,F,F,20,"Patrol car detention, Search of person was conducted","Incident to arrest, Officer safety/safety of others",None,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,,,,,,,,
11/4/20,00:15:06,DRAKE DR,APPLE LN/SYCAMORE LN,T,178,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Female,F,F,25,None,,,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
11/4/20,00:14:26,G ST,6TH ST/7TH ST,O,8,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,35,None,,,,,No action,,,,,,,,,,
11/5/20,07:24:36,L ST,5TH ST/DUKE DR,T,45,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Officer witnessed commission of a crime,,Hispanic/Latino,None,Male,F,F,30,"Curbside detention, Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,Warning (verbal or written),,,,,,,602 PC,TRESPASSING - M,,
11/5/20,08:32:39,HUTCHISON DR,ROAD E-4A/ROAD E-2B,T,83,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Officer witnessed commission of a crime,,White,None,Male,F,F,50,"Handcuffed or flex cuffed, Search of person was conducted","Condition of parole/probation/PRCS/mandatory supervision, Incident to arrest",None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
11/6/20,01:51:46,RICHARDS BL,W OLIVE DR/1ST ST,O,1,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Female,F,F,20,None,,,,,Warning (verbal or written),,,,,,,24250 VC,DRIVE WITHOUT LIGHTS:DARK - I,,
11/6/20,23:30:23,W COVELL BL,SHASTA DR,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,26,None,,,,,No action,,,,,,,,,,
11/7/20,23:14:12,F ST,GRANDE AV,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,17,None,,,,,No action,,,,,,,,,,
11/7/20,19:52:10,SYCAMORE LN,CORNELL DR,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,21,None,,,,,Warning (verbal or written),,,,,,,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,
11/7/20,04:57:37,RUSSELL BL,ANDERSON RD/SYCAMORE LN,O,9,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,28,None,,,,,No action,,,,,,,,,,
11/7/20,11:20:55,GROSBEAK CT,ORIOLE AV,T,53,F,,"Patrol, traffic enforcement, field operations",Consensual encounter resulting in search,,,White,None,Male,F,F,30,"Asked for consent to search person, Asked for consent to search property, Search of property was conducted",Consent given,None,,,No action,,,,,,,,,,
11/7/20,01:34:44,DREXEL DR,AUBURN DR/HEMLOCK LN,T,430,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Female,F,F,18,"Handcuffed or flex cuffed, Search of person was conducted, Search of property was conducted",Incident to arrest,Drugs/narcotics,,,Custodial arrest without warrant,,,459 PC,BURGLARY - F,,,,,,
11/7/20,22:53:47,5TH ST,F ST,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,23,None,,,,,No action,,,,,,,,,,
11/7/20,23:43:17,W COVELL BL,CATALINA DR,O,8,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,17,None,,,,,Citation for infraction,22500 VC,PARKING/ETC VIO:SPEC CIRC - I,,,,,,,,
11/7/20,20:07:23,RUSSELL BL,CALIFORNIA AV,O,10,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Middle Eastern or South Asian,None,Male,F,F,21,None,,,,,Citation for infraction,22350 VC,UNSAFE SPEED:PREVAIL COND - I,,,,,,,,
11/7/20,20:16:37,COWELL BL,RESEARCH PARK DR (CHEVER/DREW AV,O,5,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Male,F,F,25,None,,,,,Warning (verbal or written),,,,,,,22350 VC,UNSAFE SPEED:PREVAIL COND - I,,
11/7/20,16:02:21,MACE BL,CHILES RD/COWELL BL,T,27,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Witness or victim identification of suspect at the scene,,Hispanic/Latino,None,Male,F,F,45,None,,,,,Warning (verbal or written),,,,,,,490.5(A) PC,PETTY THEFT RETAIL/ETC - M,,
11/7/20,11:20:55,GROSBEAK CT,ORIOLE AV,T,53,F,,"Patrol, traffic enforcement, field operations",Consensual encounter resulting in search,,,White,None,Male,F,F,35,"Asked for consent to search person, Search of person was conducted","Condition of parole/probation/PRCS/mandatory supervision, Consent given",None,,,No action,,,,,,,,,,
11/7/20,02:26:14,6TH ST,G ST,O,5,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Black/African American,None,Male,F,F,28,None,,,,,No action,,,,,,,,,,
11/7/20,13:01:33,5TH ST,CANTRILL DR/SAN RAFAEL ST,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,26,None,,,,,Warning (verbal or written),,,,,,,4000(A)(1) VC,NO REG:VEH/TRAILER/ETC - I,,
11/7/20,21:44:16,IMPERIAL AV,HUMBOLDT AV/BARKLEY ST,W,62,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,27,"Asked for consent to search person, Search of person was conducted","Consent given, Officer safety/safety of others",Cell phone(s) or electronic device(s),,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
11/7/20,23:58:13,F ST,W COVELL BL,O,10,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Female,F,F,22,None,,,,,Citation for infraction,22350 VC,UNSAFE SPEED:PREVAIL COND - I,,,,,,,,
11/8/20,21:36:51,CHILES RD,ENSENADA DR/MACE BL,9,483,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Officer witnessed commission of a crime, Other reasonable suspicion of a crime",,"Black/African American, White",None,Male,F,F,30,"Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted, Search of property was conducted","Condition of parole/probation/PRCS/mandatory supervision, Incident to arrest, Vehicle inventory, Visible contraband","Alcohol, Suspected stolen property",,,Custodial arrest without warrant,,,10851(A) VC,VEHICLE THEFT - F,,,,,,
11/8/20,21:13:35,SHASTA DR,W COVELL BL/RIO GRANDE ST,O,22,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,50,None,,,,,Citation for infraction,14601.1(A) VC,DRIVE:LIC SUSPENDED/ETC - M,,,,,,,,
11/8/20,00:31:34,ARLINGTON BL,CABOT ST,W,914,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Male,F,F,19,"Curbside detention, Field sobriety test conducted, Search of person was conducted","Incident to arrest, Odor of contraband",None,,,Custodial arrest without warrant,,,23153(A) VC,DUI ALCOHOL:CAUSE BOD INJ - F,,,,,,
11/8/20,20:36:00,5TH ST,POLE LINE RD,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,25,None,,,,,No action,,,,,,,,,,
11/8/20,17:16:09,2ND ST,A ST/UNIVERSITY AV,W,548,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Black/African American,None,Male,F,F,30,"Asked for consent to search person, Handcuffed or flex cuffed, Property was seized, Search of person was conducted, Search of property was conducted","Consent given, Incident to arrest, Officer safety/safety of others, Suspected weapons",Weapon(s) other than a firearm,Safekeeping as allowed by law/statute,Firearms,Custodial arrest without warrant,,,273.5(A) PC,CRPL INJ:SPOUS/COHAB/DATE - F,,,,,,
11/9/20,05:56:58,MACE BL,2ND ST,O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,25,None,,,,,No action,,,,,,,,,,
11/9/20,06:08:09,MACE BL,CR104/E COVELL BL,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,25,None,,,,,No action,,,,,,,,,,
11/9/20,04:10:57,E COVELL BL,MACE BL/CR104,O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Female,F,F,25,None,,,,,Citation for infraction,22350 VC,UNSAFE SPEED:PREVAIL COND - I,,,,,,,,
11/9/20,16:55:19,G ST,2ND ST/3RD ST,W,385,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,45,"Curbside detention, Field sobriety test conducted, Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,23152(A) VC,DUI ALCOHOL - M,,,,,,
11/9/20,06:13:59,E COVELL BL,MACE BL/CR104,O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,45,None,,,,,Citation for infraction,22350 VC,UNSAFE SPEED:PREVAIL COND - I,,,,,,,,
11/9/20,00:59:34,I 80 E,EO MACE BL,O,8,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,40,None,,,,,Citation for infraction,22349(A) VC,EXCEED SPEED ON HIGHWAY - I,,,,,,,,
11/9/20,18:44:49,3RD ST,D ST,T,16,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Matched suspect description,,Black/African American,None,Male,F,F,25,"Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,No action,,,,,,,,,,
11/10/20,17:41:48,CHILES RD,ENSENADA DR/MACE BL,9,95,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Matched suspect description,,Asian,None,Female,F,F,35,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
11/10/20,19:47:18,JEROME ST,BRETON AV/PORTSMOUTH AV,W,112,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,Mental health condition,Male,F,F,25,"Patrol car detention, Search of person was conducted","Incident to arrest, Officer safety/safety of others",None,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,,,,,,,,
11/10/20,23:10:40,COWELL BL,DRUMMOND AV,O,12,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,45,None,,,,,Warning (verbal or written),,,,,,,24250 VC,DRIVE WITHOUT LIGHTS:DARK - I,,
11/11/20,16:53:35,CHILES RD,MACE BL/EL CEMONTE AV,T,233,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,Mental health condition,Female,F,F,13,"Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted",Officer safety/safety of others,None,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
11/11/20,13:54:48,CHILES RD,ENSENADA DR/MACE BL,W,68,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Male,F,F,30,"Asked for consent to search person, Search of person was conducted, Search of property was conducted","Condition of parole/probation/PRCS/mandatory supervision, Consent given",None,,,No action,,,,,,,,,,
11/12/20,22:06:21,I ST,4TH ST/5TH ST,W,63,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime",,White,None,Male,F,F,50,"Asked for consent to search person, Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted","Consent given, Officer safety/safety of others",None,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,,,,,,,,
11/12/20,11:40:03,SYCAMORE LN,HAWTHORNE LN/WAKE FOREST DR,T,131,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,Mental health condition,Female,F,F,20,"Asked for consent to search person, Patrol car detention, Search of person was conducted",Officer safety/safety of others,None,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
11/13/20,15:44:13,NOTRE DAME DR,SYCAMORE LN,W,19,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Actions indicative of casing a victim or location, Matched suspect description, Other reasonable suspicion of a crime",,Black/African American,None,Male,F,F,30,Search of person was conducted,Condition of parole/probation/PRCS/mandatory supervision,None,,,Warning (verbal or written),,,,,,,602 PC,TRESPASSING - M,,
11/13/20,20:39:48,ARLINGTON BL,RUSSELL BL,O,5,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,22,None,,,,,Warning (verbal or written),,,,,,,22350 VC,UNSAFE SPEED:PREVAIL COND - I,,
